Reservoir,Station,Date,Measure,TimeOfDay,Value,Unit,Season
Бахри   Точик вдхр. (г/п Акжар),,2024-01-18,приток,утро,894.0,м³/с,межвегетация
Бахри   Точик вдхр.,,2024-01-18,попуск,сред.,600.0,м³/с,межвегетация
Бахри   Точик вдхр.,,2024-01-18,попуск,утро,600.0,м³/с,межвегетация
г/п Кызылкишлак,,2024-01-18,расход,сред.,582.0,м³/с,межвегетация
г/п Кызылкишлак,,2024-01-18,расход,утро,582.0,м³/с,межвегетация
Бахри   Точик вдхр.,,2024-01-18,объем,сред.,3046.0,млн м³,межвегетация
Шардаринское вдхр.,Казгидромет,2024-01-18,приток,сред.,705.5,м³/с,межвегетация
Шардаринское вдхр.,Узгидромет,2024-01-18,приток,сред.,686.5,м³/с,межвегетация
Шардаринское вдхр.,,2024-01-18,попуск,сред.,195.0,м³/с,межвегетация
Кызылкумский канал,,2024-01-18,расход,сред.,0.0,м³/с,межвегетация
Шардаринское вдхр.,,2024-01-18,объем,сред.,2818.0,млн м³,межвегетация
Чарвакское вдхр.,,2024-01-18,приток,сред.,77.0,м³/с,межвегетация
река Угам,,2024-01-18,расход,сред.,13.9,м³/с,межвегетация
Чарвакское вдхр.,,2024-01-18,попуск,сред.,202.0,м³/с,межвегетация
сброс Газалкентской ГЭС,,2024-01-18,расход,сред.,206.0,м³/с,межвегетация
Чарвакское вдхр.,,2024-01-18,объем,сред.,907.0,млн м³,межвегетация
Андижанское  вдхр.,,2024-01-18,приток,сред.,61.0,м³/с,межвегетация
Андижанское  вдхр.,,2024-01-18,попуск,сред.,7.0,м³/с,межвегетация
Андижанское  вдхр.,,2024-01-18,объем,сред.,863.0,млн м³,межвегетация
г/п Учтепа,,2024-01-18,расход,сред.,104.0,м³/с,межвегетация
г/п Каль,,2024-01-18,расход,сред.,666.0,м³/с,межвегетация
г/п Каль,,2024-01-18,расход,утро,662.0,м³/с,межвегетация
Рейка 01 выше Фархад. Пл,,2024-01-18,расход,сред.,нет данных,м³/с,межвегетация
г/п Кокбулак,,2024-01-18,расход,сред.,670.0,м³/с,межвегетация
г/п Келес,,2024-01-18,расход,сред.,33.5,м³/с,межвегетация
Токтогульское вдхр.,,2024-01-19,приток,сред.,143.0,м³/с,межвегетация
Токтогульское вдхр.,,2024-01-19,попуск,сред.,697.0,м³/с,межвегетация
Токтогульское вдхр.,,2024-01-19,объем,сред.,9852.0,млн м³,межвегетация
Сброс с Учкурганская ГЭС,,2024-01-19,Сброс,сред.,нет данных,м³/с,межвегетация
Бахри   Точик вдхр. (г/п Акжар),,2024-01-19,приток,сред.,890.0,м³/с,межвегетация
Бахри   Точик вдхр. (г/п Акжар),,2024-01-19,приток,утро,890.0,м³/с,межвегетация
Бахри   Точик вдхр.,,2024-01-19,попуск,сред.,600.0,м³/с,межвегетация
Бахри   Точик вдхр.,,2024-01-19,попуск,утро,600.0,м³/с,межвегетация
г/п Кызылкишлак,,2024-01-19,расход,сред.,582.0,м³/с,межвегетация
г/п Кызылкишлак,,2024-01-19,расход,утро,582.0,м³/с,межвегетация
Бахри   Точик вдхр.,,2024-01-19,объем,сред.,3056.0,млн м³,межвегетация
Шардаринское вдхр.,Казгидромет,2024-01-19,приток,сред.,672.7,м³/с,межвегетация
Шардаринское вдхр.,Узгидромет,2024-01-19,приток,сред.,642.7,м³/с,межвегетация
Шардаринское вдхр.,,2024-01-19,попуск,сред.,203.0,м³/с,межвегетация
Кызылкумский канал,,2024-01-19,расход,сред.,0.0,м³/с,межвегетация
Шардаринское вдхр.,,2024-01-19,объем,сред.,2848.0,млн м³,межвегетация
Чарвакское вдхр.,,2024-01-19,приток,сред.,75.9,м³/с,межвегетация
река Угам,,2024-01-19,расход,сред.,12.2,м³/с,межвегетация
Чарвакское вдхр.,,2024-01-19,попуск,сред.,198.0,м³/с,межвегетация
сброс Газалкентской ГЭС,,2024-01-19,расход,сред.,200.0,м³/с,межвегетация
Чарвакское вдхр.,,2024-01-19,объем,сред.,895.0,млн м³,межвегетация
Андижанское  вдхр.,,2024-01-19,приток,сред.,58.0,м³/с,межвегетация
Андижанское  вдхр.,,2024-01-19,попуск,сред.,7.0,м³/с,межвегетация
Андижанское  вдхр.,,2024-01-19,объем,сред.,868.0,млн м³,межвегетация
г/п Учтепа,,2024-01-19,расход,сред.,88.8,м³/с,межвегетация
г/п Каль,,2024-01-19,расход,сред.,662.0,м³/с,межвегетация
г/п Каль,,2024-01-19,расход,утро,662.0,м³/с,межвегетация
Рейка 01 выше Фархад. Пл,,2024-01-19,расход,сред.,нет данных,м³/с,межвегетация
г/п Кокбулак,,2024-01-19,расход,сред.,637.0,м³/с,межвегетация
г/п Келес,,2024-01-19,расход,сред.,35.7,м³/с,межвегетация
Токтогульское вдхр.,,2024-01-20,приток,сред.,167.0,м³/с,межвегетация
Токтогульское вдхр.,,2024-01-20,попуск,сред.,697.0,м³/с,межвегетация
Токтогульское вдхр.,,2024-01-20,объем,сред.,9802.0,млн м³,межвегетация
Сброс с Учкурганская ГЭС,,2024-01-20,Сброс,сред.,нет данных,м³/с,межвегетация
Бахри   Точик вдхр. (г/п Акжар),,2024-01-20,приток,сред.,894.0,м³/с,межвегетация
Бахри   Точик вдхр. (г/п Акжар),,2024-01-20,приток,утро,886.0,м³/с,межвегетация
Бахри   Точик вдхр.,,2024-01-20,попуск,сред.,600.0,м³/с,межвегетация
Бахри   Точик вдхр.,,2024-01-20,попуск,утро,600.0,м³/с,межвегетация
г/п Кызылкишлак,,2024-01-20,расход,сред.,582.0,м³/с,межвегетация
г/п Кызылкишлак,,2024-01-20,расход,утро,582.0,м³/с,межвегетация
Бахри   Точик вдхр.,,2024-01-20,объем,сред.,3056.0,млн м³,межвегетация
Шардаринское вдхр.,Казгидромет,2024-01-20,приток,сред.,645.7,м³/с,межвегетация
Шардаринское вдхр.,Узгидромет,2024-01-20,приток,сред.,603.7,м³/с,межвегетация
Шардаринское вдхр.,,2024-01-20,попуск,сред.,212.0,м³/с,межвегетация
Кызылкумский канал,,2024-01-20,расход,сред.,0.0,м³/с,межвегетация
Шардаринское вдхр.,,2024-01-20,объем,сред.,2883.0,млн м³,межвегетация
Чарвакское вдхр.,,2024-01-20,приток,сред.,75.4,м³/с,межвегетация
река Угам,,2024-01-20,расход,сред.,11.9,м³/с,межвегетация
Чарвакское вдхр.,,2024-01-20,попуск,сред.,294.0,м³/с,межвегетация
сброс Газалкентской ГЭС,,2024-01-20,расход,сред.,200.0,м³/с,межвегетация
Чарвакское вдхр.,,2024-01-20,объем,сред.,884.0,млн м³,межвегетация
Андижанское  вдхр.,,2024-01-20,приток,сред.,58.0,м³/с,межвегетация
Андижанское  вдхр.,,2024-01-20,попуск,сред.,7.0,м³/с,межвегетация
Андижанское  вдхр.,,2024-01-20,объем,сред.,873.0,млн м³,межвегетация
г/п Учтепа,,2024-01-20,расход,сред.,92.0,м³/с,межвегетация
г/п Каль,,2024-01-20,расход,сред.,662.0,м³/с,межвегетация
г/п Каль,,2024-01-20,расход,утро,657.0,м³/с,межвегетация
Рейка 01 выше Фархад. Пл,,2024-01-20,расход,сред.,нет данных,м³/с,межвегетация
г/п Кокбулак,,2024-01-20,расход,сред.,613.0,м³/с,межвегетация
г/п Келес,,2024-01-20,расход,сред.,32.7,м³/с,межвегетация
Токтогульское вдхр.,,2024-01-21,приток,сред.,167.0,м³/с,межвегетация
Токтогульское вдхр.,,2024-01-21,попуск,сред.,697.0,м³/с,межвегетация
Токтогульское вдхр.,,2024-01-21,объем,сред.,9758.0,млн м³,межвегетация
Сброс с Учкурганская ГЭС,,2024-01-21,Сброс,сред.,нет данных,м³/с,межвегетация
